Dealer Name,website,street,city,state,zip,phone
Legacy Ford Lincoln,http://www.legacyfordlagrande.com,2906 Island Ave.,La Grande,OR,97850,(541) 963-2161
Kendall Ford,http://www.kendallford.com,344 Goodpasture Island Rd,Eugene,OR,97401,(855) 603-2984
Johnston Motor Co,http://www.johnstonmotorcompany.com,2150 Hwy. 101,Florence,OR,97439,(541) 997-3475
Tom Denchel Ford Country,http://www.tdfordcountry.com,555 South Highway #395,Hermiston,OR,97838,(800) 345-3068
Ray Schultens Ford Inc,http://www.rayschultensford.com,2400 West 6th Street,The Dalles,OR,97058,(800) 934-9835
Lithia Ford of Klamath Falls,http://www.lithiafordklamathfalls.com,2833 Washburn Way,Klamath Falls,OR,97603,(877) 402-7785
Hall Motor Company,http://www.hallmotorcompanyford.com,351 North O. Street,Lakeview,OR,97630,(541) 947-4965
TS&S Ford,http://www.tsandsfordmadras.com,1733 SW Highway #97,Madras,OR,97741,(541) 475-7204
Power Ford Lincoln,http://www.powerfordsales.com,1107 N. Coast Hwy,Newport,OR,97365,(800) 516-3673
Lithia Roseburg Auto Center,http://www.lithiafordofroseburg.com,1650 N.E. Stephens,Roseburg,OR,97470,(877) 332-6354
Tillamook Motor Company,http://www.tillamookmotors.net,501 Main Avenue,Tillamook,OR,97141,(503) 842-4475
Gus Johnson Ford,http://www.gusjohnsonford.net,8300 East Sprague Ave,Spokane,WA,99212,(509) 924-1000
Jess Ford of Pullman,http://www.jessfordpullman.com,South 2590 Grand Ave.,Pullman,WA,99163,(509) 334-6000
Vancouver Ford Inc.,http://www.vancouverfordinc.com,6801 N.E. 40th Street,Vancouver,WA,98661,(360) 992-7402
Westlie Ford,http://www.westlieford.net,40 South Marina Way,Washougal,WA,98671,(800) 499-5122
Corwin Ford Tri-Cities,http://www.corwinfordtricities.net,1225 North Autoplex Way,Pasco,WA,99301,(509) 544-8000
Columbia Ford Lincoln,http://www.colford.net,700 7th Ave.,Longview,WA,98632,(360) 423-4321
Five Star Dealerships  Inc.,http://www.fivestarford-lincoln.com,711 East Wishkah,Aberdeen,WA,98520,(360) 637-6863
Whitney's Value Ford,http://www.whitneyvalueford.com,6 Schouweiler Tracts Road East,Elma,WA,98541,(360) 482-2241
Frontier Ford,http://www.frontierforddealer.com,12610 Thompson Road,Anacortes,WA,98221,(866) 855-4132
Dwayne Lane's Skagit Ford Lincoln,http://www.skagitford.net,680 Auto Boulevard,Burlington,WA,98233,(360) 757-2000
Dwayne Lane's North Cascade Ford,http://www.dwaynelanesford.net,116 W. Ferry Street,Sedro Woolley,WA,98284,(360) 855-1551
Diehl Ford Lincoln,http://www.diehlfordbellingham.com,1820 James Street,Bellingham,WA,98225,(360) 392-7000
Scarff Ford,http://www.scarfffordauburn.net,501 Auburn Way North,Auburn,WA,98002,(253) 833-1500
Bowen Scarff Ford-Lincoln,http://www.bowenscarfffordsales.com,1157  Central Avenue North,Kent,WA,98032,(800) 577-1158
Sunset Ford  Inc.,http://www.sunsetfordinc.com,6616 166th Avenue East,Sumner,WA,98390,253-863-2211
Korum Ford Inc,http://www.korumford.com,100 River Rd.,Puyallup,WA,98371,(253) 845-6600
Sound Ford Inc.,http://www.soundfordinc.com,101 Southwest Grady Way,Renton,WA,98057,(425) 235-1000
Titus - Will Ford Sales  Inc,http://www.tituswillfordsalestacoma.com,3606 South Sprague Avenue,Tacoma,WA,98409,(253) 475-4151
Jim Fugate Ford Inc,http://www.fugateford.net,526 Roosevelt Ave,Enumclaw,WA,98022,(360) 825-7731
Horizon Ford,http://www.fordseattle.com,11000 Tukwila International Blvd.,Seattle,WA,98168,(800) 426-8305
Lakewood Ford,http://www.lakewoodfordfamily.com,11503 Pacific Hwy SW,Lakewood,WA,98499,(253) 474-0511
Evergreen Ford Lincoln,http://www.evergreenfordsales.com,1500 - 18th Ave Nw,Issaquah,WA,98027,(425) 392-6900
AutoNation Ford Lincoln Bellevue,http://www.autonationfordlincoln-bellevue.com,411 116th Avenue NE,Bellevue,WA,98004,(425) 454-2454
Bruce Titus Port Orchard Ford,http://www.brucetitusford.com,1215 East Bay Street,Port Orchard,WA,98366,(360) 876-4484
West Hills Ford,http://www.westhillsford.net,1100 Oyster Bay Ave South,Bremerton,WA,98312,(360) 479-1353
Ford of Kirkland,http://www.kirklandford.com,11800 124th Avenue N.E.,Kirkland,WA,98034,(800) 686-3894
Bill Pierre Ford Inc.,http://www.billpierreford.com,11525 Lake City Way N.E,Seattle,WA,98125,(206) 364-2200
Harris Ford Lincoln,http://www.harrisford.com,20006 64th Ave West,Lynnwood,WA,98036,(888) 545-8164
Epic Ford,http://www.epicfordeverett.com,5200 Evergreen Way,Everett,WA,98203,(425) 353-7171
Bickford Motors  Inc.,http://www.bickfordfords.com,3100 Bickford Avenue,Snohomish,WA,98290,(800) 781-0908
Marysville Ford,http://www.mymarysvilleford.com,15900 Smokey Point Boulevard,Marysville,WA,98271,(360) 659-4000
Awesome Ford,http://www.awesomefordofchehalis.com,1001 SW Interstate Avenue,Chehalis,WA,98532,(360) 748-3355
Mullinax Ford,http://www.mullinaxfordolympia.com,3121 Pacific Avenue SE,Olympia,WA,98501,360-943-9300
Kelleher Motor Company,http://www.kelleher-ford.com,602 North Pearl St.,Ellensburg,WA,98926,(509) 925-1911
Pingrey Motor Company,http://www.pingreys.com,102 West Naches Ave,Selah,WA,98942,(509) 697-7288
Valley Ford,http://www.drivevalleyford.com,910 South First St,Yakima,WA,98901,(509) 453-3125
Gillis Auto Center,http://www.gillisautocenter.org,West 180 Hulbert Road,Shelton,WA,98584,(360) 426-5585
Wendle Ford,http://www.wendlefordsales.com,9000 North Division,Spokane,WA,99218,(509) 484-4800
Jess Ford,http://www.jessfordgrandcoulee.com,522 Midway,Grand Coulee,WA,99133,(509) 633-0110
Van Cleve Ford Inc,http://www.vancleveford.net,2nd & Adams,Morton,WA,98356,(360) 496-5999
Ford of Moses Lake,http://www.fordofmoseslake.net,1140 South Pioneer Way,Moses Lake,WA,98837,(509) 765-4551
Jess Ford of Omak  LLC,http://www.jessford.net,707 South Okoma Drive,Omak,WA,98841,(509) 826-0560
Price Ford  Inc.,http://www.teampriceford.com,3311 East Highway 101,Port Angeles,WA,98362,(800) 922-2027
Tom Denchel Ford Country Inc,http://www.fordcountry.biz,630 Wine Country Road,Prosser,WA,99350,(800) 762-3673
Town Ford Lincoln,http://www.yourtownford.net,700 3rd St. S.E.,East Wenatchee,WA,98802,(509) 663-2111
