Dealer Name,website,street,city,state,zip,phone
Friendship Ford,http://www.friendshipford.net,1855 Volunteer Parkway,Bristol,TN,37620,(423) 652-6200
Fairway Ford,http://www.fairwaysales.com,2761 East Stone Drive,Kingsport,TN,37660,(423) 578-3600
Johnson City Ford,http://www.jc-ford.net,207 Princeton Road,Johnson City,TN,37601,(423) 282-3000
Florence & White Ford,http://www.florenceandwhiteford.com,710 West Broad Street,Smithville,TN,37166,(615) 597-2300
Ford Lincoln of Cookeville,http://www.fordlincolnofcookeville.net,1600 Interstate Drive,Cookeville,TN,38501,(931) 526-3325
Beaman Ford  Inc.,http://www.gobeamanford.com,1717 Highway 46 South,Dickson,TN,37055,(615) 446-2308
Sloan Ford Lincoln  Inc.,http://www.sloanfd.com,115 S. James Campbell Blvd.,Columbia,TN,38401,(931) 388-2463
Charlie Rogers Ford Inc,http://www.charlierogersfordinc.com,4501 Rhea County Highway,Dayton,TN,37321,(423) 775-1811
Ole Ben Franklin Ford,http://www.olebenfranklinfordofwartburg.com,1226 Knoxville Highway,Wartburg,TN,37887,423-346-6227
Jerry Duncan Ford  Lincoln  Inc.,http://www.jerryduncanfordinc.com,801 Roane Street,Harriman,TN,37748,(865) 882-2434
Lyons Ford,http://www.lyonsfordlewisburg.com,1304 North Ellington Parkway,Lewisburg,TN,37091,(931) 359-3533
Valley Ford  Inc.,http://www.valleyfordinc.com,111 Auto Lane,Sparta,TN,38583,(931) 738-2311
East Tennessee Ford,http://www.easttennesseeford.net,2712 North Main Street,Crossville,TN,38555,(931) 484-5135
Rusty Wallace Ford,http://www.rustywallacefordnewport.com,134 Sharon Drive,Dandridge,TN,37725,(423) 623-6138
Morristown Ford Inc.,http://www.morristownford.net,1112 West Morris Blvd.,Morristown,TN,37813,(423) 586-5520
Tim Castellaw Ford,http://www.timcastellawford.net,920 Highway 51 Bypass,Dyersburg,TN,38024,(800) 438-8089
Union City Ford Lincoln  Inc,http://www.taylorfordlincoln.net,Hwy 51 South,Union City,TN,38261,(731) 885-8833
Russell Barnett Ford of Tullahoma,http://www.barnettfordtullahoma.net,1106 East Carroll St.,Tullahoma,TN,37388,(931) 455-4564
Newton Ford South,http://www.newtonfordllc.com,2010 North Main St,Shelbyville,TN,37160,(931) 685-8000
Russell Barnett Ford  Inc.,http://www.russellbarnettford.net,4055 Tullahoma Highway,Winchester,TN,37398,(931) 967-2277
Jacky Jones Ford Lincoln  Inc.,http://www.jackyjonessweetwater.com,714 New Highway 68,Sweetwater,TN,37874,(423) 337-5066
Gene Langley Ford Inc,http://www.genelangleyford.com,3500 East End Drive,Humboldt,TN,38343,(731) 784-9311
Steve Marsh Ford,http://www.stevemarshfordsales.com,12415 South First Street,Milan,TN,38358,(731) 686-7461
Tennessee Valley Ford  Inc,http://www.tennesseevalleyford.com,50 East Main Street,Parsons,TN,38363,(731) 847-3333
Al White Motors  Inc.,http://www.alwhitemotors.net,2002 Hillsboro Blvd.,Manchester,TN,37355,(931) 728-2402
Kidd Ford,http://www.kiddford.com,5917 Manchester Highway,Morrison,TN,37357,(931) 668-2177
