Dealer Name,website,street,city,state,zip,phone
King Ford Lincoln,http://www.kingfordvalley.com,615 Fob James Drive,Valley,AL,36854,(334) 756-7111
Sandy Sansing Ford Lincoln  LLC,http://www.sandysansingford.net,27180 Highway 98,Daphne,AL,36526,(251) 626-7777
AutoNation Ford Mobile,http://www.autonationford-mobile.com,901 East I 65 Service Road South,Mobile,AL,36606,(251) 478-3351
Mullinax Ford Lincoln,http://www.mullinaxfordal.com,7311 Airport Blvd.,Mobile,AL,36608,(251) 344-4000
Pike County Ford,http://www.pikecountyford.com,121 Highway 231,Troy,AL,36081,(334) 566-7350
Ed Sherling Ford Inc,http://www.edsherlingfordinc.com,805 Glover Avenue,Enterprise,AL,36330,(334) 347-2245
Hearn Ford Inc.,http://www.hearnfordinc.com,Highway 17 North,Chatom,AL,36518,(251) 847-2229
Long-Lewis of the River Region  Inc.,http://www.longlewisriverregionford.com,2091 Highway 14 East,Prattville,AL,36066,(334) 365-2272
Moyer Ford Sales Inc,http://www.moyerfordsales.net,10111 State Highway 59 South,Foley,AL,36535,(251) 943-1661
Tuscaloosa Ford  LLC,http://www.tuscaloosafordal.net,5801 McFarland Boulevard East,Tuscaloosa,AL,35405,(205) 752-0401
Ward Motor Co,http://www.wardmotorcompany.com,1301 W Maple Ave,Geneva,AL,36340,(334) 684-3646
Mike Freeman Ford,http://www.mikefreemanford.net,2024 Temple Avenue North,Fayette,AL,35555,(205) 932-5225
West Alabama Ford  LLC,http://www.westalabamaford.net,5859 Highway 278,Sulligent,AL,35586,(205) 698-9146
Long-Lewis Ford Lincoln,http://www.longlewisford.com,2800 Woodward Avenue,Muscle Shoals,AL,35661,(256) 386-7800
Joe Bullard Ford Lincoln,http://www.joebullardford.com,19684 Highway 43 North,Grove Hill,AL,36451,(251) 275-4464
Sales Ford Inc,http://www.salesford.com,1376 South Alabama Avenue,Monroeville,AL,36460,(251) 575-4891
Automotive Group of Jasper  LLC,http://www.fordofjasper.com,4100 Highway 78 East,Jasper,AL,35501,(205) 384-4400
Stivers Ford Lincoln,http://www.stiversfordofmontgomery.com,4000 Eastern Blvd.,Montgomery,AL,36116,(334) 613-5000
Collier Ford Inc,http://www.collierfordinc.com,5156 US Highway 231,Wetumpka,AL,36092,(334) 567-8444
Moore - Stewart Ford,http://www.moore-stewartford.com,1406 East Highland Avenue,Selma,AL,36703,(334) 875-2330
