Dealer Name,website,street,city,state,zip,phone
Napleton Ford In Libertyville,http://www.napletonsfordlibertyville.com,1010 S Milwaukee,Libertyville,IL,60048,(877) 816-4872
Bull Valley Ford  Inc.,http://www.bullvalleyfordinc.com,1460 South Eastwood Dr. (Rt 47),Woodstock,IL,60098,(800) 398-6913
Wickstrom Ford Lincoln,http://www.wickstromfordlincoln.com,600 W. Northwest Highway,Barrington,IL,60010,(847) 381-8850
Arlington Heights Ford,http://www.ahford.net,801 W. Dundee Road,Arlington Heights,IL,60004,(847) 346-3025
Highland Park Ford Lincoln,http://www.hp-lm.com,1333 Park Avenue West,Highland Park,IL,60035,(847) 433-7200
Harvard Ford  LLC,http://www.harvardfordofharvard.com,5250 South Route 14,Harvard,IL,60033,(815) 943-4455
Cucci Ford,http://www.cucciautogroupdundee.com,800 Dundee Avenue,East Dundee,IL,60118,(847) 551-3300
Bob Rohrman Schaumburg Ford,http://www.bobrohrmanschaumburgford.com,815 E. Golf Rd.,Schaumburg,IL,60173,(847) 605-0800
Tom Peck Ford,http://www.tompeckford.net,13900 Automall Dr.,Huntley,IL,60142,(877) 215-0921
Golf Mill Motor Sales  Inc.,http://www.golfmillford.org,9401 N. Milwaukee Ave.,Niles,IL,60714,(847) 470-9800
Friendly Ford  Inc.,http://www.friendlyfordofroselle.com,333 E. Irving Park Road,Roselle,IL,60172,(630) 924-8686
Bredemann Ford In Glenview,http://www.bredemannfordauto.com,2038 Waukegan Road,Glenview,IL,60025,(847) 998-4000
Roesch Ford,http://www.roeschford.com,333 West Grand Avenue,Bensenville,IL,60106,(630) 279-6000
Al Piemonte Ford Sales Inc,http://www.apford.net,2500 W. North Ave.,Melrose Park,IL,60160,(708) 345-9300
Hopkins Ford of Elgin  Inc.,http://www.hopkinsfordelgin.com,1045 East Chicago Street,Elgin,IL,60120,(847) 741-7500
Joe Cotton Ford Inc,http://www.thinkfordtrucks.com,175 W North Ave,Carol Stream,IL,60188,(630) 682-9200
McCarthy Ford,http://www.mccarthyfordnorthriverside.net,2100 South Harlem Avenue,North Riverside,IL,60546,(708) 442-7000
Fox Ford Lincoln,http://www.foxfordchicago.net,2501 North Elston Avenue,Chicago,IL,60647,(773) 687-7800
Packey Webb Ford,http://www.packey-webbford.com,2150 W. Ogden Ave,Downers Grove,IL,60515,(630) 598-4700
Haggerty Ford  Inc.,http://www.haggertyfordinc.com,330 East Roosevelt Road,West Chicago,IL,60185,(630) 231-3200
Zimmerman Ford,http://www.zimmermanford.net,2525 East Main St,St Charles,IL,60174,(630) 584-1800
Freeway Ford Truck Sales,http://www.freewayfordtrucks.com,8445 West 45th Street,Lyons,IL,60534,(708) 442-9000
Westfield Ford  Inc.,http://www.westfieldford.com,6200 South LaGrange Road,La Grange,IL,60525,(708) 354-8600
Willowbrook Ford Inc,http://www.willowbrookford.net,7301 South Kingery Hwy,Willowbrook,IL,60527,(630) 986-5000
Fair Oaks Ford Lincoln  Inc.,http://www.fairoaksfd.com,2055 West Ogden Avenue,Naperville,IL,60540,(630) 355-8140
Metro Ford Sales & Service  Inc.,http://www.metrofordsales.net,6455 South Western,Chicago,IL,60636,(773) 776-7600
HAWK FORD of OAK LAWN,http://www.hawkford.com,6100 W. 95th Street,Oak Lawn,IL,60453,(708) 599-6000
Fox Valley Ford Inc,http://www.foxvlyford.com,208 Hansen Blvd,North Aurora,IL,60542,(630) 907-3100
Ford of Tuscola  Inc.,http://www.fordoftuscola.com,406 East Southline,Tuscola,IL,61953,(217) 253-3353
Dan Pilson Auto Center  Inc.,http://www.pilsonautocenter.com,2000 Lakeland Blvd,Mattoon,IL,61938,(217) 234-6461
Rick Ridings Ford  Inc.,http://www.rickridingsford.com,I-72  Exit 166,Monticello,IL,61856,(800) 774-2521
Jackson Ford  Inc.,http://www.jacksonford.net,455 East Pershing Road,Decatur,IL,62526,(217) 877-5441
Champaign Ford City,http://www.champaignfordcity.net,701 West Marketview Drive,Champaign,IL,61822,(217) 352-0462
Bob Ridings Ford Inc,http://www.bobridings.net,931 Springfield Rd,Taylorville,IL,62568,(217) 824-2207
Gem City Ford Lincoln,http://www.gemcityfordlincoln.com,5101 Broadway,Quincy,IL,62305,(888) 532-6840
Mertz Motor Co Inc,http://www.mertzmillstadt.com,100 E. Washington,Millstadt,IL,62260,(618) 476-3051
Sunset Ford of Waterloo,http://www.sunsetwaterloo.com,1425 North Illinois Route 3,Waterloo,IL,62298,(618) 939-6171
Weir Ford  LLC,http://www.weirfordofredbud.com,1615 S. Main Street,Red Bud,IL,62278,(618) 282-2375
Riess Ford Sales Inc,http://www.riessfordsales.com,768 State Route 13,Marissa,IL,62257,(800) 998-7823
Breese Motor Sales Inc.,http://www.breesemotorsales.com,101 N. 4th St.,Breese,IL,62230,(618) 526-2241
Manley's Belvidere Ford-Lincoln  Inc.,http://www.manleyfordbelvidere.com,1800 North State Street,Belvidere,IL,61008,(815) 544-2138
Anderson's Rock River Ford,http://www.andersonsrockriver.com,224 N. Alpine Road,Rockford,IL,61107,(815) 229-0510
Brian Bemis Ford,http://www.brianbemisford.com,1380 DeKalb Ave.,Sycamore,IL,60178,(815) 895-4584
Brad Manning Ford Inc,http://www.manningcars.com,Rte 23 S Po Bx 428,De Kalb,IL,60115,(815) 756-6325
Prescott Brothers Ford  Inc.,http://www.prescottbrothersford.com,620 South 7th,Rochelle,IL,61068,(815) 562-2177
Bryden Ford Inc.,http://www.brydenford.com,303 Center Street,Durand,IL,61024,(815) 248-2485
Ford Square of Mt. Vernon  Ltd.,http://www.fordsquareofmtvernon.com,1501 Broadway,Mount Vernon,IL,62864,(618) 242-8600
Jim Hayes Ford-Lincoln   Inc.,http://www.jimhayesford.com,2130 U.S. Rt. 45 North,Harrisburg,IL,62946,(618) 252-8611
McCarthy Ford  Inc.,http://www.mccarthyfordinc.net,11400 S. Pulaski Road,Chicago,IL,60655,(773) 239-7900
Bill Kay Ford  Inc.,http://www.billkaysford.com,14633 South Cicero Ave.,Midlothian,IL,60445,(708) 388-3000
Joe Rizza Ford Lincoln of Orland Park,http://www.rizzanivesford.com,8100 West 159th Street,Orland Park,IL,60462,(866) 933-7839
Van Drunen Ford Co.,http://www.vandrunenford.net,3233 West 183rd Street,Homewood,IL,60430,(708) 798-1668
Currie Motors Ford of Frankfort,http://www.curriemotors.net,9423 W Lincoln Hwy,Frankfort,IL,60423,(800) 709-6679
Sutton Ford Lincoln  Inc.,http://www.suttonfordinc.com,21315 Central Ave,Matteson,IL,60443,(708) 720-8125
Rod Baker Ford Sales Inc.,http://www.rodbakerford.com,16101 S. Lincoln Highway,Plainfield,IL,60586,(815) 436-5681
River View Ford Inc,http://www.riverviewfordinc.com,2200 US Hwy 30,Oswego,IL,60543,(630) 897-8900
Sam Leman Ford Bloomington,http://www.samlemanford.net,1508 Morrissey Drive,Bloomington,IL,61701,(309) 663-1331
Heller Ford Sales Inc.,http://www.hellerfordsales.com,Route 24 W,El Paso,IL,61738,(866) 644-2215
Mangold Ford  Inc.,http://www.mangoldfordil.com,Rte 24 W 1100 West Center,Eureka,IL,61530,(800) 468-0484
Anderson Ford of Clinton  Inc.,http://www.anderson-ford.net,1001 State Highway 10 West,Clinton,IL,61727,(877) 883-1717
Roanoke Ford,http://www.roanokeford.net,217 West Husseman,Roanoke,IL,61561,309-923-2141
Mike Murphy Ford Inc,http://www.murphyford.net,565 West Jackson Street,Morton,IL,61550,(309) 648-4960
Roland Rich Ford  Inc.,http://www.rolandrichforddelavan.com,915 E 4th Street,Delavan,IL,61734,(309) 244-8249
Terry's Ford of Peotone  Inc.,http://www.terrysofpeotone.com,363 North Harlem,Peotone,IL,60468,(708) 258-9200
Ron Tirapelli Ford,http://www.rontirapelliford.net,4355 West Jefferson Street,Shorewood,IL,60404,(815) 725-3033
Manteno Automart  Inc.,http://www.mantenoford.com,222 South Locust Street,Manteno,IL,60950,(815) 468-6566
Gjovik Ford  Inc.,http://www.gjovikford.com,2600 U.S. Rte. 34 East,Sandwich,IL,60548,(815) 786-3333
D'Orazio Ford,http://www.dorazioford.net,1135 South Water Street,Wilmington,IL,60481,(815) 476-5205
Greenway Motors,http://www.greenwaymotorsmorris.com,300 Bedford Road,Morris,IL,60450,(815) 942-3400
Court Street Ford Inc,http://www.bourbonnaisford.com,558 Latham Drive,Bourbonnais,IL,60914,(815) 939-9600
Rub Ford Inc,http://www.rubford.net,219 Liberty Street,Gardner,IL,60424,(815) 237-2901
Watseka Ford Lincoln  Inc.,http://www.watsekaford.net,101 Bell Road,Watseka,IL,60970,(815) 432-2418
DeLong Ford  Inc.,http://www.delongford.net,212 E Delaware St,Dwight,IL,60420,(815) 584-3016
Wiegman Ford,http://www.wiegmanford.com,1351 William Rd,Carlyle,IL,62231,(800) 244-1814
Holzhauer  Auto & Motorsports Group,http://www.holzhauercityford.com,17933 Holzhauer Auto Mall Dr.,Nashville,IL,62263,(618) 327-8264
LTD Ford Lincoln,http://www.ltdford.net,848 East Noleman,Centralia,IL,62801,(618) 532-4733
Guetterman Motors  Inc.,http://www.guettermanmotors.com,2210 Sycamore Street,Cairo,IL,62914,(618) 734-1180
Davis Ford  Inc.,http://www.davisford.net,2111 N. Main,Canton,IL,61520,(309) 647-1111
B & B Motors Inc,http://www.bbmotors.net,318 South Schrader,Havana,IL,62644,(309) 543-2224
Velde Ford Sales Inc,http://www.veldefordsalesinc.com,2200 N. 8th Street,Pekin,IL,61554,(309) 347-3111
Green Ford,http://www.greenfordofpeoria.com,2211 W Pioneer Parkway,Peoria,IL,61615,(309) 272-7277
Uftring Ford  Inc.,http://www.uftringford.com,500 Fairlane Drive,East Peoria,IL,61611,(800) 723-2723
Schmidt Ford of Salem  Inc.,http://www.hotzeford.net,Rt. 50 West At I-57,Salem,IL,62881,(800) 562-2014
Morrow Brothers Ford Inc,http://www.morrowbrothersford.com,U.S. Rt. 267 South,Greenfield,IL,62044,(217) 368-3037
Carson Ford Inc,http://www.carsonford.com,128 Buchanan,Carthage,IL,62321,(800) 728-3589
Woodrum Ford Lincoln,http://www.woodrumfordmacomb.com,3100 East Jackson Rd.,Macomb,IL,61455,(309) 833-2111
Engel Bros.  Inc.,http://www.engelbrosinc.com,901 W Washington,Farina,IL,62838,(618) 245-6551
Ford of Rantoul,http://www.fordofrantoul.com,225 S. Meyers Street,Rantoul,IL,61866,(217) 893-4193
Anderson Ford,http://www.andersonfordgibsoncity.com,124 S Sangamon Ave,Gibson City,IL,60936,(217) 784-4119
Dorsett Ford,http://www.dorsettford.net,1500 North Michigan Avenue,Marshall,IL,62441,(217) 826-2346
Jim Xamis Ford  Lincoln  Inc.,http://www.jimxamisdirect.com,2301 Woodlawn Road,Lincoln,IL,62656,(217) 732-2111
Courtesy Ford Lincoln  Inc.,http://www.courtesyfordofdanville.com,3533 North Vermillion Street,Danville,IL,61832,(217) 442-1840
Ford of Hoopeston,http://www.fordofhoopeston.com,623 So. Dixie Highway,Hoopeston,IL,60942,(217) 283-7729
Dixon Ford  LLC,http://www.dixonfordllc.com,489 Illinois Route #2,Dixon,IL,61021,(815) 288-3366
Kunes Country Ford Lincoln of Sterling,http://www.kunescountryfordsterling.com,2811 Locust Street,Sterling,IL,61081,(815) 625-6300
Walnut Ford Center,http://www.fischmotors.com,401 West North Street,Walnut,IL,61376,(815) 379-2191
Mendota Ford  Inc.,http://www.fordofmendota.com,1401 South 13th Avenue,Mendota,IL,61342,(815) 539-9314
Iron Ford,http://www.ironford.net,1221 North Market Street,Sparta,IL,62286,(618) 443-5351
Fairway Ford Lincoln  Inc.,http://www.fairwayfordfreeport.com,555 W. Meadows,Freeport,IL,61032,(815) 232-6868
Fraher Ford Sales,http://www.fraherautos.com,301 South Ladd,Pontiac,IL,617640588,(815) 844-3138
Star Ford  Inc.,http://www.starfordstreator.com,2310 N Bloomington,Streator,IL,61364,(815) 672-3187
K & S Ford,http://www.kandsford.com,103 North 7th Street,Fairbury,IL,61739,(815) 692-2016
Bill Walsh Ford-Lincoln,http://www.billwalshford.net,2900 Columbus Street,Ottawa,IL,61350,(866) 587-4996
Reynolds Motor Co,http://www.reynoldsmotors.com,1900 Avenue of the Cities,East Moline,IL,61244,(309) 792-9530
Sexton Ford Sales,http://www.sextonford.com,3802 16th Street,Moline,IL,61265,(877) 777-8666
Crowe Ford Sales  Company,http://www.crowefordsales.com,1041 South State Street,Geneseo,IL,61254,(309) 944-2127
Northside Ford Lincoln,http://www.northsidefordlincoln.com,1312 N. Keller Drive,Effingham,IL,62401,(217) 342-3929
Pennington Ford,http://www.penningtonford.com,807 S. Van Buren,Newton,IL,62448,(618) 783-2385
Hicks Motor Sales,http://www.hicksmotors.com,Highway 115 & 54,Roberts,IL,60962,(217) 395-2267
Yemm Ford  Inc.,http://www.yemmfordgalesburg.com,2201 W. Main St.,Galesburg,IL,61401,(309) 342-1121
Kunes' Country Auto Group  Inc.,http://www.kunescountryfordmountcarroll.com,200 W. Commercial Ave.,Mount Carroll,IL,61053,(815) 244-2121
Gustafson Ford  LLC,http://www.gustafsonford.com,112 North Lexington Ave.,Kewanee,IL,61443,(309) 852-2107
Victory Lane Ford,http://www.victorylaneford.com,903 Old Route 66 North,Litchfield,IL,62056,(217) 324-3965
Wright Automotive Inc.,http://www.wrightfordhillsboro.com,Rts 127 & 185,Hillsboro,IL,62049,(217) 532-3921
Al Cioni Ford  Inc.,http://www.alcioniford.com,504 S Mccoy St,Granville,IL,61326,(815) 339-2511
Spring Valley Ford  Inc.,http://www.valleyford.net,#2 Joseph Ruva Drive,Spring Valley,IL,61362,(815) 664-4512
Schimmer Ford Lincoln  Inc.,http://www.schimmerford.com,911 Shooting Park Road,Peru,IL,61354,(815) 224-4500
Prescott Brothers Ford Lincoln of Princeton  Inc.,http://www.prescottfordlincoln.com,1502 West Peru Street,Princeton,IL,61356,(815) 875-1180
Bob Ridings Westown Ford Lincoln,http://www.bobridingswestownford.com,1312 W Morton Rd,Jacksonville,IL,62650,(217) 245-7101
Landmark Ford Inc.,http://www.landmarkford.net,2401 Prairie Crossing Drive,Springfield,IL,62711,(877) 392-1013
Landmark Ford Trucks  Inc.,http://www.landmarkfordtrucks.net,3401 Clearlake Avenue,Springfield,IL,62702,(217) 528-0770
Silverthorne Ford,http://www.silverthornefordrobinson.com,201 East Main Street,Robinson,IL,62454,(618) 546-5440
