Dealer Name,website,street,city,state,zip,phone
Auto Plaza Ford  Inc.,http://www.autoplazaford.net,12821 Missouri Hwy 21,De Soto,MO,63020,(636) 337-7777
Kahoka Motor Co Inc,http://www.kahokamotorco.com,871 West Main,Kahoka,MO,63445,(660) 727-2181
Thoroughbred Ford,http://www.thoroughbred-ford.com,I-29 at Barry Road,Kansas City,MO,64154,(816) 505-1818
Rob Sight Ford,http://www.robsightford.net,13901 Washington Street,Kansas City,MO,64145,(816) 941-1200
Thoroughbred Ford of Platte City,http://www.thoroughbredfordpc.com,1901 E. Prairie View Rd.,Platte City,MO,64079,(816) 858-3777
Midway Ford Truck Center,http://www.midwayfordtruck.com,7601 NE 38th Street,Kansas City,MO,64161,(816) 455-3000
Dick Smith Ford  Inc.,http://www.dsford.com,9505 East Hwy 350,Raytown,MO,64133,(816) 353-1495
Metro Ford  Inc.,http://www.metrofordindependence.com,2860 S. Noland Road,Independence,MO,64055,(816) 254-9800
Gary Crossley Ford Inc,http://www.garycrossley.com,8050 N. Church Rd.,Kansas City,MO,64158,(816) 781-4844
Bob Sight Ford Inc.,http://www.bobsightford.com,610 NW Blue Parkway,Lees Summit,MO,64063,(816) 524-6550
Dave Littleton Ford Inc,http://www.fordville.net,Highway 169 South,Smithville,MO,64089,(816) 532-0800
Frank Fletcher Ford Lincoln,http://www.frankfletcherford.net,3015 Turkey Creek Blvd.,Joplin,MO,64801,(417) 623-5660
Carthage Ford  Inc.,http://www.carthageford.net,2920 South Grand St.,Carthage,MO,64836,(800) 573-1068
Nevada FLM Auto Mall,http://www.nevadafordautomall.com,2501 E Austin,Nevada,MO,64772,(417) 667-3385
Blue Springs Ford,http://www.bluespringsford.net,3200 South Outer Rd,Blue Springs,MO,64015,(816) 229-4400
Matt Ford Sales,http://www.mattfordsales.com,29906 E U.S. 24 Hwy,Buckner,MO,64016,(816) 650-3136
Chuck Anderson Ford Inc,http://www.chuckandersonford.com,1910 W. Jesse James Road,Excelsior Springs,MO,64024,(816) 630-1700
Dennis Sneed Ford,http://www.dennissneedford.net,1046 Sw Highway 169,Gower,MO,64454,(800) 304-6539
Max Ford of Harrisonville,http://www.maxfordofharrisonville.com,2502 Cantrell Road,Harrisonville,MO,64701,(816) 380-3251
Max Ford,http://www.maxfordmo.com,1108 W. Fort Scott Street,Butler,MO,64730,(660) 679-6567
Zink Motor Co Inc,http://www.zinkford.com,200 East 4th,Appleton City,MO,64724,(660) 476-5533
Gregg Smith Ford Lincoln  Inc.,http://www.greggsmithford.net,1316 Price Lane,Clinton,MO,64735,(660) 885-5505
Fugate Ford Motors,http://www.fugatefordmotors.com,220 Highway 54 W,El Dorado Sprgs,MO,64744,(417) 876-4751
Republic Ford Lincoln  Inc.,http://www.republicford.com,1740 US Hwy 60 E,Republic,MO,65738,(417) 732-2626
Friendly Ford Inc,http://www.friendlyfords.com,3241 South Glenstone,Springfield,MO,65804,(417) 883-4330
Bill Grant Ford  Inc.,http://www.billgrantford.net,3060 S Springfield Ave,Bolivar,MO,65613,(417) 326-7671
Jimmy Michel Motors  Inc.,http://www.jimmymichelmotors.net,555 South Elliott,Aurora,MO,65605,(417) 678-5001
Campbell Ford,http://www.campbellfordozark.com,400 North 20th Street,Ozark,MO,65721,(417) 581-2356
Hamilton Ford  L.L.C.,http://www.hamiltonfordllc.com,Highway 413,Crane,MO,65633,(417) 723-5235
Jay Hatfield Ford,http://www.jayhatfieldfordsarcoxie.com,1517 High Street,Sarcoxie,MO,64862,(417) 548-3341
Pettijohn Auto Center  Inc.,http://www.pettijohnautocenter.com,Hwy 69 South,Bethany,MO,64424,(660) 425-2244
Barnes-Baker Automotive,http://www.barnesbakerautomotive.com,1406 Oklahoma Avenue,Trenton,MO,64683,(660) 359-4461
Swafford's Ford Sales  Inc.,http://www.swaffordsford.com,223 South Thornton,Richmond,MO,64085,(816) 776-2288
Hoflander Ford Inc,http://www.hoflanderford.com,1807 Main,Higginsville,MO,64037,(660) 584-2151
Hubert's Ford Sales Company,http://www.hubertsfordsales.com,Hwy 65,Urbana,MO,65767,(417) 993-5511
W-K Ford,http://www.wkford.com,1545 W. Ashley Road,Boonville,MO,65233,(660) 882-3433
Joe Machens Ford Lincoln,http://www.machensford.com,1911 West Worley,Columbia,MO,65203,(573) 445-4411
Hainen Ford Inc,http://www.hainenfordinc.com,800 Highway 5 South,Tipton,MO,65081,(660) 433-5545
Sakelaris Ford of California,http://www.sakelarisfordofcalifornia.com,108 Buchanan,California,MO,65018,(573) 796-2147
Elmer Hare Ford Sales Inc,http://www.elmerhareford.com,966 W. North St.,Marshall,MO,65340,(660) 886-7462
Tri Lakes Ford,http://www.trilakessuperstore.com,180 State Highway F,Branson,MO,65616,(417) 334-7543
Smith Motor Co,http://www.smith-ford.com,Hwy 36 E,Brookfield,MO,64628,(660) 258-2267
Chillicothe Ford Lincoln  Inc.,http://www.chillicotheford.net,521 South Washington,Chillicothe,MO,64601,(660) 646-3263
Joe Machens Capital City Ford Lincoln,http://www.machensfordcapitalcity.com,807 Southwest Boulevard,Jefferson City,MO,65109,(573) 634-4444
Sakelaris Ford of Versailles,http://www.sakelarisfordversailles.com,1001 West Newton,Versailles,MO,65084,(573) 378-4653
Sakelaris Ford Lincoln of Camdenton,http://www.sakelarisford.net,268 N. Business Route 5,Camdenton,MO,65020,(573) 346-5551
Lindsay Ford  Inc.,http://www.lindsayfordlebanon.com,260 West Elm,Lebanon,MO,65536,(417) 532-3146
Lutesville Motor Co. Inc,http://www.lutesvillefordmarblehill.com,206 Railroad St.,Marble Hill,MO,63764,(573) 238-2631
Meyer Motors Inc,http://www.meyermotors.com,520 Main,Concordia,MO,64020,(660) 463-2300
Chris Auffenberg Ford  Inc.,http://www.auffenbergwashington.net,5840 Highway 100,Washington,MO,63090,(800) 264-5110
Schicker Ford of Union,http://www.barrethfordcenter.net,560 South Highway 47,Union,MO,63084,(866) 369-2828
Jim Trenary Ford  Inc.,http://www.jimtrenaryford.com,255 John Deere Drive,Moscow Mills,MO,63362,(636) 356-9000
Maples Ford,http://www.maplesfd.com,900 E. Main St.,Warsaw,MO,65355,(660) 438-7324
Warrensburg Ford,http://www.warrensburgford.net,330 E. Young,Warrensburg,MO,64093,(888) 829-7859
Fulton Ford,http://www.fordoffulton.com,1202 South US 54 Business,Fulton,MO,65251,(573) 642-6661
Auffenberg Motor Co. of Mexico,http://www.auffenbergmotorco.com,202 West Liberty,Mexico,MO,65265,(573) 581-2887
Rick Ball Ford Lincoln-Sedalia,http://www.rickballfordsedalia.com,2505 West Broadway Boulevard,Sedalia,MO,65301,(660) 826-5200
Sam Scism Ford Lincoln,http://www.samscismford.net,5019 Flat River Road.,Farmington,MO,63640,(573) 431-3177
Bud Shell Ford Inc,http://www.budshellford.com,613 North State Hwy 25,Dexter,MO,63841,(573) 624-7476
Harry Blackwell Ford  LLC,http://www.harryblackwellford.com,2774A North Douglas,Malden,MO,63863,(573) 276-2277
Auto Plaza Ford Fredericktown  Inc.,http://www.autoplazafordoffredericktown.com,141 Commerical Drive,Fredericktown,MO,63645,(573) 783-6433
Hermann Ford,http://www.hermannford.com,614 Market,Hermann,MO,65041,(573) 486-3113
Anderson Ford of St. Joseph  LLC,http://www.andersonfordstj.com,2207 North Belt Highway,Saint Joseph,MO,64506,(866) 705-4417
Walton Motors  Inc.,http://www.waltonmotorsinc.com,205 E. Pawnee Dr.,Savannah,MO,64485,(816) 324-3141
Wehmeyer Motors Inc,http://www.wehmeyermotors.com,U.S. Highway 50,Rosebud,MO,63091,(573) 764-3331
Romines Motor Co Inc,http://www.rominesmotorco.com,1100 South Sam Houston Blvd.,Houston,MO,65483,(417) 967-4134
Mountain Grove Ford,http://www.wehrfordofmountaingrove.com,11311 Business Hwy 60,Mountain Grove,MO,65711,(800) 288-6827
Lovegreen Ford,http://www.golovegreen.net,1801 N. Elson,Kirksville,MO,63501,(660) 665-7263
Don Vance Ford Inc,http://www.donvance-ford.com,Hwy 38 West,Marshfield,MO,65706,(417) 859-2600
Moberly Motor Company,http://www.moberlymotor.com,1520 North Morley,Moberly,MO,65270,(660) 263-6000
Bill Hayes Ford Sales,http://www.billhayesfordsales.com,556 West State Hwy 16,Portageville,MO,63873,(573) 379-5477
Tri-State Ford Lincoln,http://www.tristatefordmaryville.com,2117 S. Main,Maryville,MO,64468,(660) 582-3677
West Brothers Ford  Inc.,http://www.westbrothersford.com,47 North Service Road West,Sullivan,MO,63080,(573) 468-4100
Sakelaris Ford Lincoln of Rolla  Inc.,http://www.sakelarisfordrolla.com,625 West Seventh Street,Rolla,MO,65401,(573) 364-1211
Hutcheson Ford Sales Inc,http://www.hutchesonford.net,308 North Outer Rd,Saint James,MO,65559,(573) 265-7015
Sellers - Sexton Inc,http://www.sellerssexton.net,341 VFW Memorial Dr,Saint Robert,MO,65584,(866) 929-7765
Morlan-Shell Ford Inc,http://www.morlanshellford.com,1824 Porter Wagoner Blvd,West Plains,MO,65775,(417) 256-3193
