Dealer Name,website,street,city,state,zip,phone
John North Ford  Inc.,http://www.jnford.net,3002 W. Highway 50,Emporia,KS,66801,(620) 343-1700
Merle Kelly Ford,http://www.merlekellyford.com,3501 South Santa Fe,Chanute,KS,66720,(620) 431-0100
Green Country Ford of Parsons,http://www.greencountryfordparsons.com,1100 Main Street,Parsons,KS,67357,(620) 423-3673
Lubbers Ford  Inc,http://www.lubbersbrothers.com,944 North Main,Cheney,KS,67025,(316) 540-3103
Newberry Family Motors  L.L.C.,http://www.newberryfamilymotors.com,126 East B Avenue,Kingman,KS,67068,(620) 532-3181
Glavan Ford of Clay Center,http://www.glavanfordofcc.com,811 5th Street,Clay Center,KS,67432,(785) 632-2112
George Tubbs & Sons Ford Sales Inc,http://www.fordcarsofcolby.com,810 South Range,Colby,KS,67701,(800) 369-3673
Mike Carpino Ford  Inc.,http://www.mikecarpinoford.com,715 North East Avenue,Columbus,KS,66725,(800) 462-2390
Pittsburg Ford,http://www.pittsburg-ford.com,1097 S. Highway 69,Pittsburg,KS,66762,(620) 231-2450
Lewis Ford Lincoln of Dodge City,http://www.lewisfordofdodgecity.com,200 Military,Dodge City,KS,67801,(620) 227-3673
Conklin Cars Newton,http://www.conklincarsnewton.com,1500 E. Third,Newton,KS,67114,(316) 283-3450
Briggs of Fort Scott,http://www.briggsoffortscottks.com,1819 South Main,Fort Scott,KS,66701,(620) 223-0900
Cox Motor Company  Inc.,http://www.coxmotor.com,1701 Laurel,Pleasanton,KS,66075,(913) 352-8521
Burtis Motor Company,http://www.burtisco.com,601 West Kansas Avenue,Garden City,KS,67846,(620) 275-6171
Advantage Ford,http://www.advantagefordofkansas.com,2320 S. Oak,Ottawa,KS,66067,(785) 242-5100
Yost Ford,http://www.yostford.com,530 E. Business US Hwy. 36,Saint Francis,KS,67756,(785) 332-2188
Marmie Ford Lincoln,http://www.marmies.com,1815 10th Street,Great Bend,KS,67530,(620) 793-5427
Janssen Ford of Larned,http://www.janssenfordoflarned.com,820 Fort Larned Avenue,Larned,KS,67550,(620) 285-3123
Lewis Ford Lincoln of Hays,http://www.lewisfordofhays.com,4450 Vine Street,Hays,KS,67601,(785) 625-3441
Hiawatha Ford,http://www.hiawathaford.com,1812 Oregon Street,Hiawatha,KS,66434,(785) 742-7128
Aberle Ford Inc,http://www.aberleford.com,1025 Main,Sabetha,KS,66534,(785) 284-3122
Rick Honeyman Ford  Inc.,http://www.honeymanford.com,208 North St Hwy 36,Seneca,KS,66538,(785) 336-2171
Foster Ford  Inc.,http://www.fosterfordinc.com,311 Arizona Ave,Holton,KS,66436,(785) 364-4646
Hillsboro Ford  Inc.,http://www.hillsborofordks.net,202 South Main,Hillsboro,KS,67063,(620) 947-3134
Midway Motors Ford Lincoln,http://www.midwaymotorsford.net,2075 E. Kansas,Mcpherson,KS,67460,(620) 241-1042
Foss Motor Company   Inc.,http://www.fossford.com,502 East Pancake,Liberal,KS,67901,(620) 624-3886
Riley Ford,http://www.rileyford.net,715 East Oklahoma Ave.,Ulysses,KS,67880,(620) 356-1231
Midwest Ford,http://www.midwestsuperstore-hutchinson.com,1100 East 30th,Hutchinson,KS,67502,(800) 530-5789
Quality Motors of Independence  Inc.,http://www.qualitymotorsindependence.com,2022 West Main,Independence,KS,67301,(620) 331-6090
Flint Hills Ford Lincoln,http://www.flinthillsfordmanhattanks.com,7929 East Highway #24,Manhattan,KS,66502,(785) 776-4004
Laird Noller Ford Inc,http://www.nollerford-topeka.com,2245 S.W. Topeka,Topeka,KS,66611,(785) 235-9211
Louisburg Ford Sales Inc,http://www.louisburgfordsales.com,111 Fairlane Dr.,Louisburg,KS,66053,(877) 901-4311
Boss Motors  Inc.,http://www.bossmotors.net,605 Broadway,Marysville,KS,66508,(800) 453-3696
DeLissa Ford  Inc.,http://www.delissaford.com,201 W Carthage,Meade,KS,67864,(620) 873-2174
Lanterman Motors Inc,http://www.lantermanmotors.com,1105 East 1st,Pratt,KS,67124,(620) 672-5518
Davis Motors Inc,http://www.davismotorsinc.com,110 W. Hwy. 50,Syracuse,KS,67878,(620) 384-7361
