Dealer Name,website,street,city,state,zip,phone
Bob Gillingham Ford Inc,http://www.bobgillinghamford.com,8383 Brookpark Road,Parma,OH,44129,(216) 398-1300
Pallotta Ford Lincoln,http://www.pallottafordwooster.com,4199 Cleveland Rd,Wooster,OH,44691,(330) 345-6600
Dale James Ford  Inc,http://www.djford.com,616 W. Main St.,Apple Creek,OH,44606,(330) 698-7777
Ganley Ford West  Inc.,http://www.goganleyfordwest.com,16100 Lorain Avenue,Cleveland,OH,44111,(216) 941-9800
Loudon Motors Ford  LLC,http://www.loudonmotorsford.net,310 Valley Street,Minerva,OH,44657,(330) 868-2277
Donnell Ford Lincoln of Salem,http://www.donnellfordsalem.net,152 Continental Drive,Salem,OH,44460,(800) 686-0031
Sarchione Ford,http://www.sarchionefordwaynesburg.com,300 West Lisbon St.,Waynesburg,OH,44688,(330) 866-3363
Fairway Ford,http://www.fairwayfordohio.net,366 West Main Street,Canfield,OH,44406,(330) 533-3673
Columbiana Ford Inc.,http://www.columbianaford.net,14851 South Ave,Columbiana,OH,44408,(330) 482-3831
Fred Martin Ford  Inc.,http://www.fredmartinford.net,4701 Mahoning Ave,Youngstown,OH,44515,(330) 793-2444
L F Donnell  Inc.,http://www.donnellfordonline.com,7955 Market Street,Youngstown,OH,44512,(330) 726-8181
Guess Ford  Inc.,http://www.guessford.com,457 Steubenville Rd. SE,Carrollton,OH,44615,(330) 627-7666
Allstate Ford of Youngstown,http://www.allstatefordofyoungstown.com,3680 LeHarps Road,Youngstown,OH,44515,(330) 793-4421
Welsh Motors  Inc.,http://www.welshmotors.com,13760 Woodworth Road  State Route 165,New Springfield,OH,44443,(330) 549-3925
Klaben Ford Lincoln of Warren  Inc.,http://www.klabenscrown.com,3853 Youngstown Road,Warren,OH,44484,(888) 545-0281
AutoNation Ford Amherst,http://www.autonationford-amherst.com,8000 Leavitt Road,Amherst,OH,44001,(440) 984-2431
Liberty Ford Lincoln  Inc.,http://www.libertyfordofvermilion.com,4215 East Liberty Avenue,Vermilion,OH,44089,(877) 899-0391
Mike Bass Ford,http://www.mikebassford.net,5050 Detroit Rd.,Sheffield Village,OH,44035,(440) 934-3673
Elyria Ford,http://www.elyriaford.com,1115 East Broad Street,Elyria,OH,44035,(440) 366-3673
Kowalski Ford,http://www.kowalskiford.net,33450 Lake Road,Avon Lake,OH,44012,(440) 933-3291
Harrison Ford Inc,http://www.harrisonfordwellington.com,820 North Main St,Wellington,OH,44090,(800) 686-3614
Artino Ford,http://www.artinofordinc.com,55 Cleveland Road East,Huron,OH,44839,(419) 433-4404
AutoNation Ford Westlake,http://www.autonationford-westlake.com,23775 Center Ridge Rd,Westlake,OH,44145,(440) 871-8600
Don Tester Ford-Lincoln Inc,http://www.dontesterford.net,2800 Route 250 South,Norwalk,OH,44857,(888) 857-2161
Mathews Ford Sandusky  Inc.,http://www.mathewsford.com,610 E Perkins Avenue,Sandusky,OH,44870,(419) 626-4721
Village Motors  Inc.,http://www.villagefordlinc.com,784 Wooster Road,Millersburg,OH,44654,(330) 674-2055
Cal Hans Ford  Inc.,http://www.calhansford.com,506 East Washington,Loudonville,OH,44842,(419) 994-4155
Parkway Ford Lincoln,http://www.parkwayfordofdover.com,311 Commercial Parkway,Dover,OH,44622,(330) 343-6681
Donley Ford Lincoln  Inc.,http://www.donleyfordashland.net,1641 Claremont Ave.,Ashland,OH,44805,(419) 281-3673
Mark Moats Ford Inc,http://www.markmoatsford.com,20793 Co.Rd.424,Defiance,OH,43512,(419) 784-5444
Ford of Mansfield,http://www.fordofmansfield.com,1515 West Fourth Street,Mansfield,OH,44906,(419) 529-1800
Donley Ford of Shelby,http://www.donleyfordshelby.net,249 Mansfield Ave.,Shelby,OH,44875,(419) 347-4100
Sharpnack Ford Inc.,http://www.sharpnackford.com,1200 S. Conwell Ave.,Willard,OH,44890,(419) 935-4571
Donley Ford of Galion  Inc.,http://www.donleyfordgalion.net,702 Charles Street,Galion,OH,44833,(419) 468-4322
Don Wood Ford  Lincoln  Inc.,http://www.donwoodford.com,830 East State Street,Athens,OH,45701,(740) 593-6641
Tansky Motors Inc,http://www.tanskyford.com,297 East Main Street,Logan,OH,43138,(740) 385-5678
Ridenour Motors  LLC,http://www.ridenourford.com,500 West Broadway Street,New Lexington,OH,43764,(740) 342-5146
AutoNation Ford East,http://www.autonationford-east.com,28825 Euclid Ave,Wickliffe,OH,44092,(440) 585-8000
Nick Mayer Ford Lincoln,http://www.nickmayerford.com,6200 Mayfield Road,Mayfield Heights,OH,44124,(440) 449-1000
Lebanon Ford  Inc.,http://www.fordoflebanon.com,770 Columbus Ave,Lebanon,OH,45036,(513) 932-1010
Germain Ford of Beavercreek,http://www.germainfordofbeavercreek.com,2356 Heller Drive,Beavercreek,OH,45434,(937) 429-1300
Interstate Ford,http://www.interstatefordmiamisburg.com,125 Alexandersville Rd,Miamisburg,OH,45342,(937) 866-0781
Beau Townsend Ford Lincoln  Inc.,http://www.beautownsendford.net,1020 West National Road,Vandalia,OH,45377,(888) 852-9495
Troy Ford Inc.,http://www.troyford.com,3230 S. Co. Road 25a,Troy,OH,45373,(937) 339-2687
Middletown Ford,http://www.middtownford.com,1750 North Verity Parkway/PO Box 505,Middletown,OH,45042,(513) 420-8700
Bill Marine Ford Inc,http://www.billmarineford.com,1182 West Main St.,Wilmington,OH,45177,(937) 382-3858
Preston Ford  Inc.,http://www.prestonfordsuperstore.com,13580 West Center Street,Burton,OH,44021,(440) 834-1600
Classic Ford Lincoln,http://www.classicfordmentor.com,8540 Tyler Blvd.,Mentor,OH,44060,(440) 266-3000
Anderson Ford Sales Inc,http://www.andersonsalesford.com,2348 U S Rte 68,Bellefontaine,OH,43311,(937) 592-6010
White's Ford,http://www.whitesford.net,1246 N. Main Street,Urbana,OH,43078,(937) 653-5279
Buckeye Ford Lincoln  LLC,http://www.buckeyefordofsidney.com,2343 W. Michigan St.,Sidney,OH,45365,(937) 498-4014
Bob Chapman Ford  Inc.,http://www.bobchapmanfordohio.com,1255 Columbus Avenue,Marysville,OH,43040,(937) 642-0015
Caranfa Ford,http://www.caranfaford.com,1370 E Main Street,Bellevue,OH,44811,(419) 483-3535
Advantage Ford Lincoln Sales  Inc.,http://www.advantagefordlincolnfremont.com,885 Hagerty Drive At North 53,Fremont,OH,43420,(800) 354-2220
Port Clinton Ford  Inc.,http://www.portclintonfordinc.com,2155 Gill Road,Port Clinton,OH,43452,(800) 332-3176
Tiffin Ford Lincoln  Inc.,http://www.tiffinford.com,2020 West State Route 18,Tiffin,OH,44883,(419) 447-9752
Donley Ford-Lincoln of Mt. Vernon  Inc.,http://www.donleyfordmtvernon.net,1455 Coshocton Avenue,Mount Vernon,OH,43050,(740) 392-2222
Doan Ford Inc.,http://www.doanford.com,66870 Belmont Morristown Road,Belmont,OH,43718,(740) 782-1965
Knowlton Ford Inc.,http://www.knowltonfordwoodsfield.com,117 East Church St,Woodsfield,OH,43793,(740) 472-0783
Cambridge Classic Ford,http://www.cambridgeclassic-ford.com,1023 Wheeling Avenue,Cambridge,OH,43725,(740) 439-7767
Reineke Ford  Inc.,http://www.reinekefamily.com,1303 Perrysburg,Fostoria,OH,44830,(419) 435-7741
Classic Ford of Madison,http://www.classicfordofmadison.com,6251 N. Ridge Road,Madison,OH,44057,(440) 417-1100
Mark Thomas Ford  Inc.,http://www.markthomasford.net,3098 Elm Road,Cortland,OH,44410,(330) 638-1010
Nassief Auto Group  Inc.,http://www.nassiefford.net,1059 State Route 46 North,Jefferson,OH,44047,(440) 576-1010
Jeff Drennen Ford,http://www.jeffdrennenford.com,801 South 2nd Street,Coshocton,OH,43812,(740) 622-0001
Dutro Ford Lincoln  Inc.,http://www.dutros.com,131 S. 5th Street,Zanesville,OH,43701,(740) 452-6334
Grand Ford  Inc.,http://www.grandford.net,1503 Pennsylvania Ave.,East Liverpool,OH,43920,(330) 386-6120
Mathews Ford Marion  Inc.,http://www.mathewsfordmarion.com,1155 Delaware Ave,Marion,OH,43302,(740) 387-3673
Team Ford Lincoln,http://www.teamfordlincoln.com,905 Brady Avenue,Steubenville,OH,43952,(740) 283-4131
Mark Porter Ford,http://www.markporterfordofjackson.com,1360 Mayhew Road,Jackson,OH,45640,(740) 286-2191
John Sang Ford Lincoln,http://www.johnsangfordgallipolis.com,195 Upper River Road,Gallipolis,OH,45631,(800) 272-5179
Nourse Chillicothe Ford Lincoln,http://www.noursechillicothe.com,423 N. Bridge Street,Chillicothe,OH,45601,(740) 702-5000
Vallery Ford Inc,http://www.valleryford.com,115 West Emmitt Avenue,Waverly,OH,45690,(740) 947-7565
Coughlin Ford of Circleville,http://www.circlevilleford.com,24001 U.S. Route 23 South,Circleville,OH,43113,(740) 474-3138
Carroll Halliday Inc.,http://www.carrollhalliday.com,1700 Columbus Avenue,Washington Court House,OH,43160,(800) 358-3673
Bob - Boyd Ford  Inc,http://www.bobboydford.com,2840 N. Columbus Street,Lancaster,OH,43130,(740) 654-1122
Ricart Ford Inc,http://www.ricartfordauto.com,4255 S Hamilton Rd,Columbus,OH,43125,(614) 836-6260
Dick Masheter Ford Inc,http://www.masheterford.net,1090 South Hamilton Road,Columbus,OH,43227,(614) 861-7150
Roush Ford,http://www.roushford.com,5575 Keim Circle,Columbus,OH,43228,(614) 888-3333
Krieger Ford Inc.,http://www.kriegerfordcolumbus.com,1800 Morse Road,Columbus,OH,43229,(800) 783-3673
Germain Ford,http://www.germainford.com,7250 Sawmill Road,Columbus,OH,43235,(614) 889-7777
Coughlin Ford,http://www.coughlinford.net,670 West Coshocton Street,Johnstown,OH,43031,(740) 817-2518
Buckeye Ford  Inc.,http://www.buckeyefordoflondon.com,110 Us Route 42,London,OH,43140,(800) 800-3673
Byers Ford  LLC,http://www.byersdelawareford.com,1101 Columbus Pike,Delaware,OH,43015,(888) 350-4405
Greg Sweet Ford  Inc.,http://www.gregsweetford.com,4011 East Center Street,North Kingsville,OH,44068,(440) 593-6300
Mathews Ford  Inc.,http://www.mathewsfordnewark.com,500 Hebron Rd,Newark,OH,43056,(740) 522-2181
Family Ford-Lincoln,http://www.familyfordmarietta.com,909 Pike Street,Marietta,OH,45750,(740) 373-3431
