Dealer Name,website,street,city,state,zip,phone
Mel Ervin Ford  Inc.,http://www.melervinford.com,15455 S Oakley Road,Chesaning,MI,48616,(989) 845-3033
Pauli Ford,http://www.stjohnsford.com,2380 South U.S. 27,Saint Johns,MI,48879,(989) 224-6711
Midland Ford Lincoln  Inc.,http://www.midlandford.com,500 Joe Mann Blvd.,Midland,MI,48642,(989) 631-0040
McDonald Ford Inc.,http://www.mcdonaldfordfreeland.net,6790 Midland Road,Freeland,MI,48623,(989) 695-5566
Dean Arbour Ford Lincoln,http://www.deanarbourfordlincoln.com,1001 U.S. 23 North,Alpena,MI,49707,(989) 356-6366
Gene Butman Ford,http://www.butmanford.com,2105 Washtenaw Avenue,Ypsilanti,MI,48197,(877) 720-3673
Atchinson Ford Sales Inc.,http://www.atchinson.net,9800 Belleville Rd,Belleville,MI,48111,(734) 697-9161
Blackwell Ford Inc.,http://www.blackwellford1.com,41001 Plymouth Road,Plymouth,MI,48170,(734) 453-1100
Jack Demmer Ford  Inc.,http://www.jdemmerford.com,37300 Michigan Avenue,Wayne,MI,48184,(800) 816-9396
Hines Park Ford  Inc,http://www.hinesparkfordinc.com,56558 Pontiac Trail,New Hudson,MI,48165,(248) 437-6700
Brighton Ford  Inc.,http://www.fordofbrighton.com,8240 W Grand River,Brighton,MI,48114,(800) 836-8206
North Brothers Ford  Inc.,http://www.northbrosford.net,33300 Ford Road,Westland,MI,48185,(734) 421-1300
Tom Holzer Ford,http://www.tholzerford.com,39300 West Ten Mile,Farmington Hills,MI,48335,(248) 474-1234
Bill Brown Ford,http://www.billbrownford.net,32222 Plymouth Road,Livonia,MI,48150,(734) 421-7000
Bob Maxey Ford of Howell  Inc.,http://www.bobmaxeyfordofhowell.net,2798 East Grand River Avenue,Howell,MI,48843,(517) 545-5700
Village Ford Inc.,http://www.villageford.net,23535 Michigan Ave.,Dearborn,MI,48124,(313) 565-3900
Pat Milliken Ford Inc.,http://www.patmillikenford.net,9600 Telegraph Rd,Redford,MI,48239,(888) 719-1459
Taylor Ford,http://www.shoptaylorford.net,13500 S. Telegraph Road,Taylor,MI,48180,(313) 291-0300
Avis Ford Inc,http://www.avisford.net,29200 Telegraph Rd.,Southfield,MI,48034,(248) 355-7500
Gorno Ford,http://www.gornoford.net,22025 Allen Road,Woodhaven,MI,48183,(866) 688-1159
Crest Ford Flat Rock  Inc.,http://www.asuperiorford.com,22675 Gibraltar Road,Flat Rock,MI,48134,(866) 360-4460
Friendly Ford Lincoln,http://www.yourfriendlyford.com,2800 N. Telegraph,Monroe,MI,48162,(734) 243-6000
Fairlane Ford,http://www.saveatfairlane.com,14585 Michigan Ave.,Dearborn,MI,48126,(313) 846-5000
Southgate Ford,http://www.southgateford.net,16501 Fort Street,Southgate,MI,48195,(734) 282-3636
Ordus Ford  Inc.,http://www.foraford.com,123 S Port Crescent,Bad Axe,MI,48413,(989) 269-9245
Tubbs Brothers  Inc.,http://www.tubbsbrothersford.com,959 West Sanilac Road,Sandusky,MI,48471,(800) 647-2848
Galesburg Ford  Inc.,http://www.galesburgford.com,10150 East  Michigan,Galesburg,MI,49053,(269) 665-7015
Seelye Ford,http://www.donseelyeford.com,3820 Stadium Drive,Kalamazoo,MI,49008,(800) 793-3673
Simmons Ford Inc.,http://www.simmonsford.com,13485 Portage Road,Vicksburg,MI,49097,(269) 649-1022
Harold Zeigler Ford,http://www.haroldzeiglerplainwell.com,1260 M-89 West,Plainwell,MI,49080,(269) 685-5801
Hagen Ford  Inc.,http://www.hagenfordsales.com,3980 North Euclid Ave,Bay City,MI,48706,(989) 684-4600
Saginaw Valley Ford Lincoln  Inc.,http://www.fordofsaginawvalley.com,4201 Bay Road,Saginaw,MI,48603,(989) 792-1700
Dean Arbour Ford,http://www.deanarbour.net,3520 North Huron Rd,Pinconning,MI,48650,(800) 610-3779
LaFontaine Ford of Birch Run,http://www.lafontainefordfrankenmuth.net,11661 South Beyer Road,Birch Run,MI,48415,(989) 652-6157
Moore Motor Sales,http://www.mooreflm.com,1725 West Caro Rd,Caro,MI,48723,(989) 673-4171
Richardson Ford  Inc.,http://www.richardsonford.net,3781 South Huron Street,Standish,MI,48658,(989) 846-4511
Wolverine Ford Truck Sales Inc,http://www.wolverinefordsales.com,3550 Wyoming,Dearborn,MI,48120,(313) 849-0800
Jorgensen Ford Sales  Inc.,http://www.jorgensenforddirect.com,8333 Michigan Avenue,Detroit,MI,48210,(313) 584-2250
Suburban Ford of Ferndale,http://www.suburbanford.com,21600 Woodward Ave.,Ferndale,MI,48220,866-808-5170
Bob Maxey Ford  Inc.,http://www.bobmaxeyfordinc.com,1833 E. Jefferson Ave.,Detroit,MI,48207,(313) 392-9200
Royal Oak Ford,http://www.royaloakfordsales.com,27550 North Woodward,Royal Oak,MI,48067,(248) 548-4100
Dean Sellers Ford,http://www.sellersford.com,2600 W. Maple Road,Troy,MI,48084,(800) 730-9443
Don Woodhams Inc,http://www.woodhamsford.com,1111 Lagrange St.,South Haven,MI,49090,(866) 637-2137
Tapper Ford  LLC,http://www.tapperford.net,816 South Kalamazoo Street,Paw Paw,MI,49079,(269) 657-3134
Big Valley Ford  Inc.,http://www.bigvalleyfordewen.com,Highway M-28,Ewen,MI,49925,(906) 988-2323
Babb Ford Sales Inc,http://www.babbfordsales.com,21351 Maple Ave,Reed City,MI,49677,(231) 832-2206
Fremont Ford  Inc.,http://www.fremontford.net,7148 W 48th St,Fremont,MI,49412,(231) 924-3200
Elder Ford,http://www.elderford.net,777 John R Road,Troy,MI,48083,(888) 467-5023
Huntington Ford,http://www.huntingtonforddealer.com,2890 S Rochester Rd,Rochester Hills,MI,48307,(248) 852-0400
Suburban Ford of Sterling Heights,http://www.suburbanfordofsterlingheights.com,40333 Van Dyke Ave.,Sterling Heights,MI,48313,(586) 268-7500
Crest Ford  Inc.,http://www.crestfordinc.com,26333 Van Dyke,Center Line,MI,48015,(888) 614-2160
Suburban Ford of Waterford  LLC,http://www.suburbanofwaterford.com,5900 Highland Road,Waterford,MI,48327,(248) 674-4781
Skalnek Ford,http://www.skalnekfordoflakeorion.com,941 South Lapeer,Lake Orion,MI,48362,(248) 693-6241
Mike Dorian Ford,http://www.dorianford.com,35900 Gratiot Ave.,Clinton Township,MI,48035,(888) 856-1308
Roy O'Brien  Inc.,http://www.royobrien.net,22201 Nine Mile Rd,St Clair Shores,MI,48080,(586) 776-7600
Romeo Ford Inc.,http://www.romeofordinc.net,63300 Van Dyke,Romeo,MI,48095,(586) 752-5500
Russ Milne Ford,http://www.russmilneford.net,24777 Hall Road,Macomb,MI,48042,(866) 353-5840
Szott Ford,http://www.szottford.com,8800 E. Holly Road,Holly,MI,48442,(248) 634-4411
Randy Wise Ford  Inc.,http://www.randywiseford.net,968 S. Ortonville Rd.,Ortonville,MI,48462,(800) 314-9755
Lasco Ford,http://www.lascofordfenton.net,2525 Owen Road,Fenton,MI,48430,(888) 486-1708
Bob Mathers Ford,http://www.bobmathersford.com,224 Water Street,Boyne City,MI,49712,(231) 582-6543
Fox Charlevoix Ford  LLC,http://www.foxcharlevoixford.net,06725 U. S. 31 South,Charlevoix,MI,49720,(231) 547-4401
Brown Motors  Inc.,http://www.brownmotors.net,2170 Us 31 North,Petoskey,MI,49770,(231) 439-3673
Gaylord Ford Lincoln  Inc.,http://www.gaylordfordlincoln.com,1928 South Otsego Avenue,Gaylord,MI,49735,(989) 732-6737
Fowlerville Ford,http://www.fowlervilleford.net,8100 Country Corner Lane,Fowlerville,MI,48836,(517) 223-7777
Fox Ford Lincoln of Cadillac,http://www.foxfordofcadillac.net,1450 North Mitchell Street,Cadillac,MI,49601,(231) 775-3448
Vanderhyde Brothers Ford Inc,http://www.vanderhydeford.net,345 North Main Street,Cedar Springs,MI,49319,(866) 553-3673
Kent City Ford  Inc.,http://www.kentcityford.net,29 N Main Street,Kent City,MI,49330,(616) 678-4631
Ed Koehn Ford Lincoln,http://www.edkoehn.net,11064 W. Carson City Rd,Greenville,MI,48838,(616) 754-4689
Tony Betten & Son's Ford Inc,http://www.bettenford.com,3839 Plainfield Avenue N.E,Grand Rapids,MI,49525,(616) 363-6841
Keller Ford Inc.,http://www.kellerford.net,3385 Alpine,Grand Rapids,MI,49544,(616) 784-6600
Harold Zeigler Ford Inc,http://www.haroldzeiglerfordsales.com,11979 East Fulton Rd,Lowell,MI,49331,(800) 646-4660
Fox Ford,http://www.foxfordusa.net,3560 28th Street S.E.,Grand Rapids,MI,49512,(616) 956-5511
Borgman Ford Sales Inc,http://www.borgmanfordsales.com,3150 28th St SW,Grandville,MI,49418,(616) 534-7651
Grand Ledge Ford Lincoln,http://www.grandledgeforddirect.com,6080 East Saginaw Hwy.,Grand Ledge,MI,48837,(517) 627-8100
LaFontaine Ford of Lansing,http://www.lafontainefordoflansing.net,5103 South Cedar Street,Lansing,MI,48911,(517) 394-7000
Courtesy Ford,http://www.courtesyfordokemos.com,1830 West Grand River Ave.,Okemos,MI,48864,(517) 347-1830
Fernelius Ford Lincoln  Inc.,http://www.ferneliusfordlincoln.com,10459 North Straits Highway,Cheboygan,MI,49721,(231) 627-9966
Mackinac Sales Inc,http://www.mackinacford.com,W858 West US2,St. Ignace,MI,49781,(906) 643-8040
Signature Ford Lincoln,http://www.signaturefordofowosso.com,1960 E Main Road,Owosso,MI,48867,(989) 725-2888
Delehanty Ford,http://www.delehantyford.com,1510 Pierson Rd.,Flushing,MI,48433,(810) 659-5687
Signature Ford of Perry,http://www.signaturefordofperry.com,3942 W Lansing Rd.,Perry,MI,48872,(517) 625-5600
LaFontaine Ford of Gladwin  Inc.,http://www.lafontainefordgladwin.net,340 South M-18,Gladwin,MI,48624,(989) 426-9218
Fred Grande Ford Sales  Inc,http://www.fredgrandeford.com,10901 Gratiot Rd.,Richmond,MI,48064,(586) 727-3415
Bill MacDonald Ford Inc,http://www.billmacdonaldford.net,1200 Carney Drive,St Clair,MI,48079,(810) 329-6601
Northgate Ford  Inc.,http://www.northgatefordporthuron.com,3600 Pinegrove,Port Huron,MI,48060,(810) 984-5011
Imlay City Ford  Inc.,http://www.imlaycityfordsales.com,1788 S Cedar St,Imlay City,MI,48444,(810) 724-5900
Milnes Ford  Inc.,http://www.milnesfordoflapeer.com,333 E. Genesee Street,Lapeer,MI,48446,(810) 667-5000
Riverside Ford,http://www.riversidefordescanaba.com,2625 Ludington Street,Escanaba,MI,49829,(906) 786-1130
Great Lakes Ford Lincoln of Muskegon,http://www.greatlakesfordofmuskegon.net,2469 Apple Avenue,Muskegon,MI,49442,(231) 777-2750
Ed Koehn Ford of Wayland  Inc.,http://www.waylandford.com,1159 W. Superior Street,Wayland,MI,49348,(269) 792-2205
Feeny Ford of Grayling  Inc.,http://www.feenyford.com,208 South James St.,Grayling,MI,49738,(989) 348-3242
Dean Arbour Ford of West Branch  Inc.,http://www.deanarbourfordwestbranch.com,3382 W. M-55,West Branch,MI,48661,(989) 345-1590
Preferred Ford of Grand Haven,http://www.preferredfordofgrandhaven.com,1401 S. Beacon Blvd.,Grand Haven,MI,49417,(616) 842-0600
Barber Ford,http://www.barberford.net,640 East Eighth Street,Holland,MI,49423,(616) 396-2361
Hart Ford Lincoln  Inc.,http://www.hartfl.net,117 Lake Street,Roscommon,MI,48653,(989) 275-8922
Bill Marsh Ford,http://www.kalkaskaauto.com,408 W. Mile Road,Kalkaska,MI,49646,(231) 258-9192
Copper Country Ford  Inc.,http://www.coppercountryfordhoughton.com,47402 Hwy M26,Houghton,MI,49931,(906) 482-1800
Fox Marquette,http://www.foxmarquetteford.net,3815 US 41 West,Marquette,MI,49855,(906) 226-1600
Fox Ford Lincoln Grand Traverse,http://www.foxgrandtraverseford.com,3464 N. U.S. 31 South,Traverse City,MI,49684,(231) 922-2000
Great Lakes Ford of Ludington,http://www.greatlakesfordludington.com,3045 West U.S. 10-31,Ludington,MI,49431,(231) 845-5111
Manistee Ford  Inc.,http://www.manisteeford.net,U.S. 31 South,Manistee,MI,49660,(231) 723-9975
Chuck Renze Ford  LLC,http://www.chuckrenzeford.net,751 E. Lakeshore Drive,Manistique,MI,49854,(906) 341-2124
Chuck Renze Ford of Newberry,http://www.chuckrenzefordofnewberry.com,309 Newberry,Newberry,MI,49868,(906) 293-5171
Zubek Ford Oscoda,http://www.zubekford.com,511 N State Street,Oscoda,MI,48750,(989) 739-3261
Dean Arbour Ford of Tawas  Inc.,http://www.deanarbour.org,55 W M-55,Tawas City,MI,48763,(800) 610-3781
Town & Country Sales,http://www.towncountrysales.com,W 7600 US Highway 2,Quinnesec,MI,49876,(906) 774-4715
Mike Lynch  Inc.,http://www.mikelynchford.com,135 N. Bradley,Rogers City,MI,49779,(989) 734-2311
Soo Motors  Inc.,http://www.soomotors.com,391 W. Three Mile Rd.,Sault Ste Marie,MI,49783,(906) 632-2278
